"filename", "language", "XML", "Markdown", "JSON", "C#", "Properties", "comment", "blank", "total"
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\bin\Debug\net7.0\WebApi.deps.json", "JSON", 0, 0, 1403, 0, 0, 0, 0, 1403
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\bin\Debug\net7.0\WebApi.runtimeconfig.json", "JSON", 0, 0, 20, 0, 0, 0, 0, 20
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\bin\Debug\net7.0\appsettings.Development.json", "JSON", 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\bin\Debug\net7.0\appsettings.json", "JSON", 0, 0, 9, 0, 0, 0, 1, 10
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\.NETCoreApp,Version=v7.0.AssemblyAttributes.cs", "C#", 0, 0, 0, 3, 0, 1, 1, 5
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\WebApi.AssemblyInfo.cs", "C#", 0, 0, 0, 9, 0, 9, 5, 23
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\WebApi.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 17, 0, 1, 18
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\WebApi.GlobalUsings.g.cs", "C#", 0, 0, 0, 16, 0, 1, 1, 18
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\WebApi.MvcApplicationPartsAssemblyInfo.cs", "C#", 0, 0, 0, 4, 0, 9, 5, 18
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\staticwebassets.build.json", "JSON", 0, 0, 11, 0, 0, 0, 0, 11
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\staticwebassets\msbuild.build.WebApi.props", "XML", 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\staticwebassets\msbuild.buildMultiTargeting.WebApi.props", "XML", 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Debug\net7.0\staticwebassets\msbuild.buildTransitive.WebApi.props", "XML", 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Release\net7.0\.NETCoreApp,Version=v7.0.AssemblyAttributes.cs", "C#", 0, 0, 0, 3, 0, 1, 1, 5
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Release\net7.0\WebApi.AssemblyInfo.cs", "C#", 0, 0, 0, 9, 0, 10, 5, 24
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Release\net7.0\WebApi.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 17, 0, 1, 18
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\Release\net7.0\WebApi.GlobalUsings.g.cs", "C#", 0, 0, 0, 16, 0, 1, 1, 18
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\WebApi.csproj.nuget.dgspec.json", "JSON", 0, 0, 377, 0, 0, 0, 0, 377
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\WebApi.csproj.nuget.g.props", "XML", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\WebApi.csproj.nuget.g.targets", "XML", 8, 0, 0, 0, 0, 0, 0, 8
"c:\Users\DeRep\Desktop\Aphebackend-Definitivo\Aphebackend-Definitivo\WebApi\obj\project.assets.json", "JSON", 0, 0, 4397, 0, 0, 0, 0, 4397
"Total", "-", 259, 1, 28264, 1916, 144, 151, 773, 31508
